~id,~label,~from,~to,relationshipkey:String,value:String,effectivedate:String,sshPrnamt:String,sshPrnamtType:String
0000102909:244199105:13747:20181123:91445:SH,13F-HR/A,"0000102909","244199105","20181123:0000102909:244199105:VANGUARD GROUP INC:13747","13747","20181123","91445","SH"
0001037389:52471Y106:17789:20181113:417579:SH,13F-HR,"0001037389","52471Y106","20181113:0001037389:52471Y106:RENAISSANCE TECHNOLOGIES LLC:17789","17789","20181113","417579","SH"
0001076598:16119P108:7533:20181115:24204:SH,13F-HR/A,"0001076598","16119P108","20181115:0001076598:16119P108:EATON VANCE MANAGEMENT:7533","7533","20181115","24204","SH"
0000102909:143130102:2513:20181114:33661:SH,13F-HR,"0000102909","143130102","20181114:0000102909:143130102:VANGUARD GROUP INC:2513","2513","20181114","33661","SH"
0000102909:45685K102:10:20181114:2929:SH,13F-HR,"0000102909","45685K102","20181114:0000102909:45685K102:VANGUARD GROUP INC:10","10","20181114","2929","SH"
0001084208:74267C106:1117:20180814:31517:SH,13F-HR,"0001084208","74267C106","20180814:0001084208:74267C106:RAYMOND JAMES & ASSOCIATES:1117","1117","20180814","31517","SH"
0001260824:46429B655:21025:20181113:412101:SH,13F-HR,"0001260824","46429B655","20181113:0001260824:46429B655:EVERGREEN CAPITAL MANAGEMENT LLC:21025","21025","20181113","412101","SH"
0001040592:278642103:37442:20181102:1133968:SH,13F-HR,"0001040592","278642103","20181102:0001040592:278642103:MARATHON ASSET MANAGEMENT LLP:37442","37442","20181102","1133968","SH"
0001009209:30303M102:530:20180810:2729:SH,13F-HR,"0001009209","30303M102","20180810:0001009209:30303M102:Sand Hill Global Advisors, LLC:530","530","20180810","2729","SH"
0001025835:98389B100:33:20181026:703:SH,13F-HR,"0001025835","98389B100","20181026:0001025835:98389B100:ENTERPRISE FINANCIAL SERVICES CORP:33","33","20181026","703","SH"
0001005817:670837103:18:20181018:500:SH,13F-HR,"0001005817","670837103","20181018:0001005817:670837103:TOMPKINS FINANCIAL CORP:18","18","20181018","500","SH"
0001007295:78486Q101:722:20180815:2499:SH,13F-HR,"0001007295","78486Q101","20180815:0001007295:78486Q101:BRIDGES INVESTMENT MANAGEMENT INC:722","722","20180815","2499","SH"
0001021249:577081102:1701:20181113:108369:SH,13F-HR,"0001021249","577081102","20181113:0001021249:577081102:UNITED SERVICES AUTOMOBILE ASSOCIATION:1701","1701","20181113","108369","SH"
0001561784:58155Q103:13620:20180810:102100:SH,13F-HR,"0001561784","58155Q103","20180810:0001561784:58155Q103:TAYLOR ASSET MANAGEMENT INC:13620","13620","20180810","102100","SH"
0001569071:46137V837:295:20180726:5337:SH,13F-HR,"0001569071","46137V837","20180726:0001569071:46137V837:ACG Wealth:295","295","20180726","5337","SH"
0001000275:252406152:1:20181114:400:SH,13F-HR,"0001000275","252406152","20181114:0001000275:252406152:ROYAL BANK OF CANADA:1","1","20181114","400","SH"
0001041283:416515104:749:20181012:15000:SH,13F-HR,"0001041283","416515104","20181012:0001041283:416515104:SPIRIT OF AMERICA MANAGEMENT CORP/NY:749","749","20181012","15000","SH"
0001102578:084423102:3:20180813:40:SH,13F-HR,"0001102578","084423102","20180813:0001102578:084423102:EARNEST PARTNERS LLC:3","3","20180813","40","SH"
0001029730:464285105:940:20181114:82426:SH,13F-HR,"0001029730","464285105","20181114:0001029730:464285105:LADENBURG THALMANN FINANCIAL SERVICES INC.:940","940","20181114","82426","SH"
0001040188:910304104:274:20180802:15650:SH,13F-HR,"0001040188","910304104","20180802:0001040188:910304104:VICTORY CAPITAL MANAGEMENT INC:274","274","20180802","15650","SH"
0001053994:90333L201:413:20181009:413:SH,13F-HR,"0001053994","90333L201","20181009:0001053994:90333L201:SANDERS MORRIS HARRIS LLC:413","413","20181009","413","SH"
0001164478:46434G822:239:20181025:3963:SH,13F-HR,"0001164478","46434G822","20181025:0001164478:46434G822:KANAWHA CAPITAL MANAGEMENT LLC:239","239","20181025","3963","SH"
0001081407:084423102:6922:20180810:95600:SH,13F-HR,"0001081407","084423102","20180810:0001081407:084423102:GABELLI FUNDS LLC:6922","6922","20180810","95600","SH"
0001026710:90214J101:26628:20181113:354146:SH,13F-HR,"0001026710","90214J101","20181113:0001026710:90214J101:GRANAHAN INVESTMENT MANAGEMENT INC/MA:26628","26628","20181113","354146","SH"
0001009016:431571108:18994:20181107:363172:SH,13F-HR,"0001009016","431571108","20181107:0001009016:431571108:FORT WASHINGTON INVESTMENT ADVISORS INC /OH/:18994","18994","20181107","363172","SH"
0001125816:517834107:39249:20181025:661538:SH,13F-HR,"0001125816","517834107","20181025:0001125816:517834107:FIRST TRUST ADVISORS LP:39249","39249","20181025","661538","SH"
0001082327:774341101:3:20181113:18:SH,13F-HR,"0001082327","774341101","20181113:0001082327:774341101:FULLER & THALER ASSET MANAGEMENT, INC.:3","3","20181113","18","SH"
0001062842:494368103:5730:20181109:50424:SH,13F-HR,"0001062842","494368103","20181109:0001062842:494368103:BOSTON ADVISORS LLC:5730","5730","20181109","50424","SH"
0001021249:05614L100:32:20181113:30920:SH,13F-HR,"0001021249","05614L100","20181113:0001021249:05614L100:UNITED SERVICES AUTOMOBILE ASSOCIATION:32","32","20181113","30920","SH"
0001018331:72346Q104:1481:20180814:24134:SH,13F-HR,"0001018331","72346Q104","20180814:0001018331:72346Q104:NATIXIS ADVISORS, L.P.:1481","1481","20180814","24134","SH"
0001037389:400501102:19989:20180813:507200:SH,13F-HR,"0001037389","400501102","20180813:0001037389:400501102:RENAISSANCE TECHNOLOGIES LLC:19989","19989","20180813","507200","SH"
0001015079:87936R106:680:20181109:69871:SH,13F-HR,"0001015079","87936R106","20181109:0001015079:87936R106:BRANDES INVESTMENT PARTNERS, LP:680","680","20181109","69871","SH"
0000102909:518439104:9897:20181114:68106:SH,13F-HR,"0000102909","518439104","20181114:0000102909:518439104:VANGUARD GROUP INC:9897","9897","20181114","68106","SH"
0001002912:43300A203:71:20180802:893:SH,13F-HR,"0001002912","43300A203","20180802:0001002912:43300A203:SHINE INVESTMENT ADVISORY SERVICES INC:71","71","20180802","893","SH"
0001018331:097488100:1573:20180814:109238:SH,13F-HR,"0001018331","097488100","20180814:0001018331:097488100:NATIXIS ADVISORS, L.P.:1573","1573","20180814","109238","SH"
0001040188:092113109:1227:20181101:21128:SH,13F-HR,"0001040188","092113109","20181101:0001040188:092113109:VICTORY CAPITAL MANAGEMENT INC:1227","1227","20181101","21128","SH"
0001080114:92939U106:1146:20181018:17167:SH,13F-HR,"0001080114","92939U106","20181018:0001080114:92939U106:OAKBROOK INVESTMENTS LLC:1146","1146","20181018","17167","SH"
0000102909:G4863A108:355:20181123:17956:SH,13F-HR/A,"0000102909","G4863A108","20181123:0000102909:G4863A108:VANGUARD GROUP INC:355","355","20181123","17956","SH"
0001009076:46432F842:1081:20181102:16865:SH,13F-HR,"0001009076","46432F842","20181102:0001009076:46432F842:COMMERCE BANK:1081","1081","20181102","16865","SH"
0001596452:444859102:8565:20181113:25300:SH,13F-HR,"0001596452","444859102","20181113:0001596452:444859102:Sivik Global Healthcare LLC:8565","8565","20181113","25300","SH"
0001029730:962149100:42:20181114:1193:SH,13F-HR,"0001029730","962149100","20181114:0001029730:962149100:LADENBURG THALMANN FINANCIAL SERVICES INC.:42","42","20181114","1193","SH"
0001021926:G97822103:640:20181102:9035:SH,13F-HR,"0001021926","G97822103","20181102:0001021926:G97822103:CIBC Asset Management Inc:640","640","20181102","9035","SH"
0001029730:74834L100:36:20181114:338:SH,13F-HR,"0001029730","74834L100","20181114:0001029730:74834L100:LADENBURG THALMANN FINANCIAL SERVICES INC.:36","36","20181114","338","SH"
0001616654:128125101:10:20181009:750:SH,13F-HR,"0001616654","128125101","20181009:0001616654:128125101:NEXT Financial Group, Inc:10","10","20181009","750","SH"
0001006378:833034101:1979:20181114:10781:SH,13F-HR,"0001006378","833034101","20181114:0001006378:833034101:SEGALL BRYANT & HAMILL, LLC:1979","1979","20181114","10781","SH"
0001004244:949746804:17136:20181114:13275:SH,13F-HR,"0001004244","949746804","20181114:0001004244:949746804:NEW ENGLAND ASSET MANAGEMENT INC:17136","17136","20181114","13275","SH"
0001000275:026874784:714:20181114:13403:SH,13F-HR,"0001000275","026874784","20181114:0001000275:026874784:ROYAL BANK OF CANADA:714","714","20181114","13403","SH"
0000102909:55272X102:286278:20181114:38949349:SH,13F-HR,"0000102909","55272X102","20181114:0000102909:55272X102:VANGUARD GROUP INC:286278","286278","20181114","38949349","SH"
0001015083:90384S303:953:20181031:3378:SH,13F-HR,"0001015083","90384S303","20181031:0001015083:90384S303:EMERALD ADVISERS INC/PA:953","953","20181031","3378","SH"
0001013536:42222N103:401:20181113:12916:SH,13F-HR,"0001013536","42222N103","20181113:0001013536:42222N103:AJO, LP:401","401","20181113","12916","SH"
0001008868:420261109:1374:20181115:33146:SH,13F-HR,"0001008868","420261109","20181115:0001008868:420261109:MARTIN & CO INC /TN/:1374","1374","20181115","33146","SH"
0001029730:46132R104:546:20181114:47642:SH,13F-HR,"0001029730","46132R104","20181114:0001029730:46132R104:LADENBURG THALMANN FINANCIAL SERVICES INC.:546","546","20181114","47642","SH"
0001080366:009158106:210:20180711:1351:SH,13F-HR,"0001080366","009158106","20180711:0001080366:009158106:CATAWBA CAPITAL MANAGEMENT /VA:210","210","20180711","1351","SH"
0000102909:689648103:189562:20181123:3957451:SH,13F-HR/A,"0000102909","689648103","20181123:0000102909:689648103:VANGUARD GROUP INC:189562","189562","20181123","3957451","SH"
0001013538:345370860:7000:20181114:756780:SH,13F-HR,"0001013538","345370860","20181114:0001013538:345370860:EDGAR LOMAX CO/VA:7000","7000","20181114","756780","SH"
0001599923:842587107:1121:20180716:24200:SH,13F-HR,"0001599923","842587107","20180716:0001599923:842587107:Community Bank of Raymore:1121","1121","20180716","24200","SH"
0001082020:808524508:536:20181031:9324:SH,13F-HR,"0001082020","808524508","20181031:0001082020:808524508:BOYS ARNOLD & CO INC:536","536","20181031","9324","SH"
0001009006:55024u109:659:20181114:11000:SH,13F-HR,"0001009006","55024u109","20181114:0001009006:55024u109:PALISADE CAPITAL MANAGEMENT LLC/NJ:659","659","20181114","11000","SH"
0001040592:580135101:111988:20181102:669427:SH,13F-HR,"0001040592","580135101","20181102:0001040592:580135101:MARATHON ASSET MANAGEMENT LLP:111988","111988","20181102","669427","SH"
0001034188:437076102:933:20181115:4505:SH,13F-HR,"0001034188","437076102","20181115:0001034188:437076102:HALSEY ASSOCIATES INC/CT:933","933","20181115","4505","SH"
0001008322:63861C109:10687:20180809:609654:SH,13F-HR,"0001008322","63861C109","20180809:0001008322:63861C109:THOMPSON SIEGEL & WALMSLEY LLC:10687","10687","20180809","609654","SH"
0001040188:521865204:3325:20181101:22932:SH,13F-HR,"0001040188","521865204","20181101:0001040188:521865204:VICTORY CAPITAL MANAGEMENT INC:3325","3325","20181101","22932","SH"
0000102909:124857103:3727:20181123:64876:SH,13F-HR/A,"0000102909","124857103","20181123:0000102909:124857103:VANGUARD GROUP INC:3727","3727","20181123","64876","SH"
0001029730:969904101:9:20181114:134:SH,13F-HR,"0001029730","969904101","20181114:0001029730:969904101:LADENBURG THALMANN FINANCIAL SERVICES INC.:9","9","20181114","134","SH"
0001037389:23323G106:55:20180813:66300:SH,13F-HR,"0001037389","23323G106","20180813:0001037389:23323G106:RENAISSANCE TECHNOLOGIES LLC:55","55","20180813","66300","SH"
0001009207:05465C100:1412:20181114:41050:SH,13F-HR,"0001009207","05465C100","20181114:0001009207:05465C100:D. E. Shaw & Co., Inc.:1412","1412","20181114","41050","SH"
0001054074:26875P101:45:20181106:356:SH,13F-HR,"0001054074","26875P101","20181106:0001054074:26875P101:BESSEMER GROUP INC:45","45","20181106","356","SH"
0001007295:464287168:141:20181115:1410:SH,13F-HR,"0001007295","464287168","20181115:0001007295:464287168:BRIDGES INVESTMENT MANAGEMENT INC:141","141","20181115","1410","SH"
0001009076:244199105:4722:20180808:33777:SH,13F-HR,"0001009076","244199105","20180808:0001009076:244199105:COMMERCE BANK:4722","4722","20180808","33777","SH"
0001550057:464287309:3677:20180814:22610:SH,13F-HR,"0001550057","464287309","20180814:0001550057:464287309:Goelzer Investment Management, Inc.:3677","3677","20180814","22610","SH"
0001029730:670682103:0:20181114:0:SH,13F-HR,"0001029730","670682103","20181114:0001029730:670682103:LADENBURG THALMANN FINANCIAL SERVICES INC.:0","0","20181114","0","SH"
0001125816:45826J105:4588:20181025:160303:SH,13F-HR,"0001125816","45826J105","20181025:0001125816:45826J105:FIRST TRUST ADVISORS LP:4588","4588","20181025","160303","SH"
0001177043:82669g104:2076:20180813:16234:SH,13F-HR,"0001177043","82669g104","20180813:0001177043:82669g104:MENDON CAPITAL ADVISORS CORP:2076","2076","20180813","16234","SH"
0001000275:278642103:225:20181114:6828:SH,13F-HR,"0001000275","278642103","20181114:0001000275:278642103:ROYAL BANK OF CANADA:225","225","20181114","6828","SH"
0001089911:212015101:413:20181024:6050:SH,13F-HR,"0001089911","212015101","20181024:0001089911:212015101:PILLAR PACIFIC CAPITAL MANAGEMENT LLC:413","413","20181024","6050","SH"
0000102909:003830106:680:20181123:291655:SH,13F-HR/A,"0000102909","003830106","20181123:0000102909:003830106:VANGUARD GROUP INC:680","680","20181123","291655","SH"
0001013536:830879102:3109:20181113:52778:SH,13F-HR,"0001013536","830879102","20181113:0001013536:830879102:AJO, LP:3109","3109","20181113","52778","SH"
0001029160:55354G100:2233:20181114:12589:SH,13F-HR,"0001029160","55354G100","20181114:0001029160:55354G100:SOROS FUND MANAGEMENT LLC:2233","2233","20181114","12589","SH"
0001054074:494368103:889:20181106:7823:SH,13F-HR,"0001054074","494368103","20181106:0001054074:494368103:BESSEMER GROUP INC:889","889","20181106","7823","SH"
0001021249:00130H105:5825:20181113:416067:SH,13F-HR,"0001021249","00130H105","20181113:0001021249:00130H105:UNITED SERVICES AUTOMOBILE ASSOCIATION:5825","5825","20181113","416067","SH"
0001084208:315405100:509:20180814:24434:SH,13F-HR,"0001084208","315405100","20180814:0001084208:315405100:RAYMOND JAMES & ASSOCIATES:509","509","20180814","24434","SH"
0001037389:928703107:909:20181113:236100:SH,13F-HR,"0001037389","928703107","20181113:0001037389:928703107:RENAISSANCE TECHNOLOGIES LLC:909","909","20181113","236100","SH"
0001040188:190897108:33897:20181101:1531046:SH,13F-HR,"0001040188","190897108","20181101:0001040188:190897108:VICTORY CAPITAL MANAGEMENT INC:33897","33897","20181101","1531046","SH"
0000102909:87162H103:129221:20181114:3153267:SH,13F-HR,"0000102909","87162H103","20181114:0000102909:87162H103:VANGUARD GROUP INC:129221","129221","20181114","3153267","SH"
0001025835:872540109:103:20181026:921:SH,13F-HR,"0001025835","872540109","20181026:0001025835:872540109:ENTERPRISE FINANCIAL SERVICES CORP:103","103","20181026","921","SH"
0001616654:174610105:26:20181009:680:SH,13F-HR,"0001616654","174610105","20181009:0001616654:174610105:NEXT Financial Group, Inc:26","26","20181009","680","SH"
0001037389:759509102:12522:20181113:146812:SH,13F-HR,"0001037389","759509102","20181113:0001037389:759509102:RENAISSANCE TECHNOLOGIES LLC:12522","12522","20181113","146812","SH"
0001037763:421906108:5:20181005:130:SH,13F-HR,"0001037763","421906108","20181005:0001037763:421906108:OPTIMUM INVESTMENT ADVISORS:5","5","20181005","130","SH"
0000102909:529898108:9093:20181114:1039144:SH,13F-HR,"0000102909","529898108","20181114:0000102909:529898108:VANGUARD GROUP INC:9093","9093","20181114","1039144","SH"
0001037389:97717W836:255:20181113:3300:SH,13F-HR,"0001037389","97717W836","20181113:0001037389:97717W836:RENAISSANCE TECHNOLOGIES LLC:255","255","20181113","3300","SH"
0000102909:29667D104:138:20181123:8509:SH,13F-HR/A,"0000102909","29667D104","20181123:0000102909:29667D104:VANGUARD GROUP INC:138","138","20181123","8509","SH"
0001029730:233051663:9:20181114:295:SH,13F-HR,"0001029730","233051663","20181114:0001029730:233051663:LADENBURG THALMANN FINANCIAL SERVICES INC.:9","9","20181114","295","SH"
0001054074:832696405:75:20181106:735:SH,13F-HR,"0001054074","832696405","20181106:0001054074:832696405:BESSEMER GROUP INC:75","75","20181106","735","SH"
0001082917:950810101:283:20180807:6275:SH,13F-HR,"0001082917","950810101","20180807:0001082917:950810101:GW&K Investment Management, LLC:283","283","20180807","6275","SH"
0001021926:801056102:245:20181102:8886:SH,13F-HR,"0001021926","801056102","20181102:0001021926:801056102:CIBC Asset Management Inc:245","245","20181102","8886","SH"
0001011659:371901109:130:20180810:5665:SH,13F-HR,"0001011659","371901109","20180810:0001011659:371901109:MUFG Americas Holdings Corp:130","130","20180810","5665","SH"
0001029730:H2906T109:32:20181114:450:SH,13F-HR,"0001029730","H2906T109","20181114:0001029730:H2906T109:LADENBURG THALMANN FINANCIAL SERVICES INC.:32","32","20181114","450","SH"
0001097278:458118AC0:16:20181114:11000:PRN,13F-HR,"0001097278","458118AC0","20181114:0001097278:458118AC0:ADVENT CAPITAL MANAGEMENT /DE/:16","16","20181114","11000","PRN"
0001037389:G21515104:9048:20180813:111700:SH,13F-HR,"0001037389","G21515104","20180813:0001037389:G21515104:RENAISSANCE TECHNOLOGIES LLC:9048","9048","20180813","111700","SH"
0000102909:727493108:3972:20181123:65871:SH,13F-HR/A,"0000102909","727493108","20181123:0000102909:727493108:VANGUARD GROUP INC:3972","3972","20181123","65871","SH"
0000102909:90338N202:421:20181123:30481:SH,13F-HR/A,"0000102909","90338N202","20181123:0000102909:90338N202:VANGUARD GROUP INC:421","421","20181123","30481","SH"
0001179392:12673P105:13432:20181114:304239:SH,13F-HR,"0001179392","12673P105","20181114:0001179392:12673P105:TWO SIGMA INVESTMENTS, LP:13432","13432","20181114","304239","SH"
0001029730:127097103:5:20181114:242:SH,13F-HR,"0001029730","127097103","20181114:0001029730:127097103:LADENBURG THALMANN FINANCIAL SERVICES INC.:5","5","20181114","242","SH"
0001597694:594918104:162278:20181113:1418882:SH,13F-HR,"0001597694","594918104","20181113:0001597694:594918104:MUFG Securities EMEA plc:162278","162278","20181113","1418882","SH"
0001084208:902104108:385:20180814:8863:SH,13F-HR,"0001084208","902104108","20180814:0001084208:902104108:RAYMOND JAMES & ASSOCIATES:385","385","20180814","8863","SH"
0001082327:90346E103:48732:20181113:2588001:SH,13F-HR,"0001082327","90346E103","20181113:0001082327:90346E103:FULLER & THALER ASSET MANAGEMENT, INC.:48732","48732","20181113","2588001","SH"
