~id,~label,~from,~to,relationshipkey:String,value:String,effectivedate:String,sshPrnamt:String,sshPrnamtType:String
0001102578:302445101:111599:20180813:2147382:SH,13F-HR,"0001102578","302445101","20180813:0001102578:302445101:EARNEST PARTNERS LLC:111599","111599","20180813","2147382","SH"
0001091923:742718109:117:20180815:1500:SH,13F-HR,"0001091923","742718109","20180815:0001091923:742718109:PENINSULA ASSET MANAGEMENT INC:117","117","20180815","1500","SH"
0001029730:G4388N106:3:20181114:26:SH,13F-HR,"0001029730","G4388N106","20181114:0001029730:G4388N106:LADENBURG THALMANN FINANCIAL SERVICES INC.:3","3","20181114","26","SH"
0001018331:101121101:11239:20180814:89616:SH,13F-HR,"0001018331","101121101","20180814:0001018331:101121101:NATIXIS ADVISORS, L.P.:11239","11239","20180814","89616","SH"
0001007295:806857108:2420:20180815:36102:SH,13F-HR,"0001007295","806857108","20180815:0001007295:806857108:BRIDGES INVESTMENT MANAGEMENT INC:2420","2420","20180815","36102","SH"
0001040762:143873107:1993:20181114:52842:SH,13F-HR,"0001040762","143873107","20181114:0001040762:143873107:MALTESE CAPITAL MANAGEMENT LLC:1993","1993","20181114","52842","SH"
0001037389:775711104:64970:20180813:1273175:SH,13F-HR,"0001037389","775711104","20180813:0001037389:775711104:RENAISSANCE TECHNOLOGIES LLC:64970","64970","20180813","1273175","SH"
0001164478:464287234:598:20181025:13926:SH,13F-HR,"0001164478","464287234","20181025:0001164478:464287234:KANAWHA CAPITAL MANAGEMENT LLC:598","598","20181025","13926","SH"
0001054074:030420103:2270:20181106:25806:SH,13F-HR,"0001054074","030420103","20181106:0001054074:030420103:BESSEMER GROUP INC:2270","2270","20181106","25806","SH"
0001029730:87240R107:107:20181114:7096:SH,13F-HR,"0001029730","87240R107","20181114:0001029730:87240R107:LADENBURG THALMANN FINANCIAL SERVICES INC.:107","107","20181114","7096","SH"
0001002784:928563402:234:20181114:1500:SH,13F-HR,"0001002784","928563402","20181114:0001002784:928563402:SHELTON CAPITAL MANAGEMENT:234","234","20181114","1500","SH"
0001021926:98156Q108:263:20181102:2717:SH,13F-HR,"0001021926","98156Q108","20181102:0001021926:98156Q108:CIBC Asset Management Inc:263","263","20181102","2717","SH"
0001125816:058586108:712:20181025:165522:SH,13F-HR,"0001125816","058586108","20181025:0001125816:058586108:FIRST TRUST ADVISORS LP:712","712","20181025","165522","SH"
0000102909:45323A201:9:20181114:3205:SH,13F-HR,"0000102909","45323A201","20181114:0000102909:45323A201:VANGUARD GROUP INC:9","9","20181114","3205","SH"
0001086763:670657105:1723:20181113:136132:SH,13F-HR,"0001086763","670657105","20181113:0001086763:670657105:FIRST FOUNDATION ADVISORS:1723","1723","20181113","136132","SH"
0001161722:64110l106:148:20181004:395:SH,13F-HR,"0001161722","64110l106","20181004:0001161722:64110l106:HOLLENCREST CAPITAL MANAGEMENT:148","148","20181004","395","SH"
0001115418:G5753U112:466:20181107:163591:SH,13F-HR,"0001115418","G5753U112","20181107:0001115418:G5753U112:RHUMBLINE ADVISERS:466","466","20181107","163591","SH"
0001008868:38141g104:1390:20180815:6300:SH,13F-HR,"0001008868","38141g104","20180815:0001008868:38141g104:MARTIN & CO INC /TN/:1390","1390","20180815","6300","SH"
0001081407:29250N105:29459:20180810:825400:SH,13F-HR,"0001081407","29250N105","20180810:0001081407:29250N105:GABELLI FUNDS LLC:29459","29459","20180810","825400","SH"
0001021258:559080106:6833:20181026:100902:SH,13F-HR,"0001021258","559080106","20181026:0001021258:559080106:BALDWIN BROTHERS INC/MA:6833","6833","20181026","100902","SH"
0001009207:032095101:25892:20181114:275392:SH,13F-HR,"0001009207","032095101","20181114:0001009207:032095101:D. E. Shaw & Co., Inc.:25892","25892","20181114","275392","SH"
0001115418:30219E103:2013:20181107:182014:SH,13F-HR,"0001115418","30219E103","20181107:0001115418:30219E103:RHUMBLINE ADVISERS:2013","2013","20181107","182014","SH"
0001029730:931142103:162:20181114:1721:SH,13F-HR,"0001029730","931142103","20181114:0001029730:931142103:LADENBURG THALMANN FINANCIAL SERVICES INC.:162","162","20181114","1721","SH"
0001029730:922042874:60:20181114:1063:SH,13F-HR,"0001029730","922042874","20181114:0001029730:922042874:LADENBURG THALMANN FINANCIAL SERVICES INC.:60","60","20181114","1063","SH"
0001005817:16359R103:61:20181018:191:SH,13F-HR,"0001005817","16359R103","20181018:0001005817:16359R103:TOMPKINS FINANCIAL CORP:61","61","20181018","191","SH"
0000102909:65548P403:41797:20181123:1260091:SH,13F-HR/A,"0000102909","65548P403","20181123:0000102909:65548P403:VANGUARD GROUP INC:41797","41797","20181123","1260091","SH"
0001054074:00507V109:77:20181106:925:SH,13F-HR,"0001054074","00507V109","20181106:0001054074:00507V109:BESSEMER GROUP INC:77","77","20181106","925","SH"
0001079935:654106103:178:20181018:2106:SH,13F-HR,"0001079935","654106103","20181018:0001079935:654106103:SIGNATURE ESTATE & INVESTMENT ADVISORS LLC:178","178","20181018","2106","SH"
0001015079:29082A107:324793:20180813:12823910:SH,13F-HR,"0001015079","29082A107","20180813:0001015079:29082A107:BRANDES INVESTMENT PARTNERS, LP:324793","324793","20180813","12823910","SH"
0001056825:74267C106:242:20181022:5150:SH,13F-HR,"0001056825","74267C106","20181022:0001056825:74267C106:EVERENCE CAPITAL MANAGEMENT INC:242","242","20181022","5150","SH"
0001025835:929042109:3:20181026:38:SH,13F-HR,"0001025835","929042109","20181026:0001025835:929042109:ENTERPRISE FINANCIAL SERVICES CORP:3","3","20181026","38","SH"
0001600999:92857W308:506:20180814:20800:SH,13F-HR,"0001600999","92857W308","20180814:0001600999:92857W308:MANAGED ASSET PORTFOLIOS, LLC:506","506","20180814","20800","SH"
0001009207:01609W102:99722:20180814:537500:SH,13F-HR,"0001009207","01609W102","20180814:0001009207:01609W102:D. E. Shaw & Co., Inc.:99722","99722","20180814","537500","SH"
0000105495:667655104:278:20180716:4356:SH,13F-HR,"0000105495","667655104","20180716:0000105495:667655104:WELCH & FORBES LLC:278","278","20180716","4356","SH"
0001037389:538146101:44724:20180813:2735400:SH,13F-HR,"0001037389","538146101","20180813:0001037389:538146101:RENAISSANCE TECHNOLOGIES LLC:44724","44724","20180813","2735400","SH"
0001037389:91705J204:2715:20180813:1324300:SH,13F-HR,"0001037389","91705J204","20180813:0001037389:91705J204:RENAISSANCE TECHNOLOGIES LLC:2715","2715","20180813","1324300","SH"
0000102909:75972A301:92:20181123:3200:SH,13F-HR/A,"0000102909","75972A301","20181123:0000102909:75972A301:VANGUARD GROUP INC:92","92","20181123","3200","SH"
0000102909:71375U101:1184:20181123:44414:SH,13F-HR/A,"0000102909","71375U101","20181123:0000102909:71375U101:VANGUARD GROUP INC:1184","1184","20181123","44414","SH"
0001009076:92343E102:447:20181102:2790:SH,13F-HR,"0001009076","92343E102","20181102:0001009076:92343E102:COMMERCE BANK:447","447","20181102","2790","SH"
0001008937:166764100:6436:20180710:50902:SH,13F-HR,"0001008937","166764100","20180710:0001008937:166764100:TRUST CO OF TOLEDO NA /OH/:6436","6436","20180710","50902","SH"
0000102909:462260100:87:20181123:7691:SH,13F-HR/A,"0000102909","462260100","20181123:0000102909:462260100:VANGUARD GROUP INC:87","87","20181123","7691","SH"
0001037389:22266L106:53512:20180813:1173000:SH,13F-HR,"0001037389","22266L106","20180813:0001037389:22266L106:RENAISSANCE TECHNOLOGIES LLC:53512","53512","20180813","1173000","SH"
0001007399:00206R102:2399:20180808:74702:SH,13F-HR,"0001007399","00206R102","20180808:0001007399:00206R102:WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC:2399","2399","20180808","74702","SH"
0001125816:962149100:337:20181025:9568:SH,13F-HR,"0001125816","962149100","20181025:0001125816:962149100:FIRST TRUST ADVISORS LP:337","337","20181025","9568","SH"
0001010911:345370860:257:20180814:23258:SH,13F-HR,"0001010911","345370860","20180814:0001010911:345370860:S&T BANK/PA:257","257","20180814","23258","SH"
0001512601:742718109:1652:20181109:19852:SH,13F-HR,"0001512601","742718109","20181109:0001512601:742718109:BSW Wealth Partners:1652","1652","20181109","19852","SH"
0001054074:70432V102:16:20181106:105:SH,13F-HR,"0001054074","70432V102","20181106:0001054074:70432V102:BESSEMER GROUP INC:16","16","20181106","105","SH"
0001597694:704326107:639:20181113:8678:SH,13F-HR,"0001597694","704326107","20181113:0001597694:704326107:MUFG Securities EMEA plc:639","639","20181113","8678","SH"
0001029730:143658300:3518:20181114:55169:SH,13F-HR,"0001029730","143658300","20181114:0001029730:143658300:LADENBURG THALMANN FINANCIAL SERVICES INC.:3518","3518","20181114","55169","SH"
0001021249:36191G107:42:20181113:10229:SH,13F-HR,"0001021249","36191G107","20181113:0001021249:36191G107:UNITED SERVICES AUTOMOBILE ASSOCIATION:42","42","20181113","10229","SH"
0001088950:913903100:196:20181016:1536:SH,13F-HR,"0001088950","913903100","20181016:0001088950:913903100:RAYMOND JAMES TRUST N.A.:196","196","20181016","1536","SH"
0001079935:464287804:1290:20180724:15455:SH,13F-HR,"0001079935","464287804","20180724:0001079935:464287804:SIGNATURE ESTATE & INVESTMENT ADVISORS LLC:1290","1290","20180724","15455","SH"
0001029730:761640200:0:20181114:100:SH,13F-HR,"0001029730","761640200","20181114:0001029730:761640200:LADENBURG THALMANN FINANCIAL SERVICES INC.:0","0","20181114","100","SH"
0001041283:55261F104:362:20181012:2200:SH,13F-HR,"0001041283","55261F104","20181012:0001041283:55261F104:SPIRIT OF AMERICA MANAGEMENT CORP/NY:362","362","20181012","2200","SH"
0000102909:36473H104:116:20181123:11602:SH,13F-HR/A,"0000102909","36473H104","20181123:0000102909:36473H104:VANGUARD GROUP INC:116","116","20181123","11602","SH"
0001020317:01609W102:1373:20181102:8334:SH,13F-HR,"0001020317","01609W102","20181102:0001020317:01609W102:PEKIN SINGER STRAUSS ASSET MANAGEMENT /IL:1373","1373","20181102","8334","SH"
0001125725:81374A105:6536:20180809:524963:SH,13F-HR,"0001125725","81374A105","20180809:0001125725:81374A105:GAGNON SECURITIES LLC:6536","6536","20180809","524963","SH"
0001161722:026874784:223:20181004:4183:SH,13F-HR,"0001161722","026874784","20181004:0001161722:026874784:HOLLENCREST CAPITAL MANAGEMENT:223","223","20181004","4183","SH"
0001041283:038222105:804:20181012:20800:SH,13F-HR,"0001041283","038222105","20181012:0001041283:038222105:SPIRIT OF AMERICA MANAGEMENT CORP/NY:804","804","20181012","20800","SH"
0001009076:03524A108:877:20181102:10013:SH,13F-HR,"0001009076","03524A108","20181102:0001009076:03524A108:COMMERCE BANK:877","877","20181102","10013","SH"
0000102909:294100102:10811:20181123:2623947:SH,13F-HR/A,"0000102909","294100102","20181123:0000102909:294100102:VANGUARD GROUP INC:10811","10811","20181123","2623947","SH"
0001439743:464287556:829:20181026:6800:SH,13F-HR,"0001439743","464287556","20181026:0001439743:464287556:Mechanics Bank Trust Department:829","829","20181026","6800","SH"
0001079935:78464A300:3515:20181018:51481:SH,13F-HR,"0001079935","78464A300","20181018:0001079935:78464A300:SIGNATURE ESTATE & INVESTMENT ADVISORS LLC:3515","3515","20181018","51481","SH"
0001112325:22160N109:124399:20181003:295597:SH,13F-HR,"0001112325","22160N109","20181003:0001112325:22160N109:RIVERBRIDGE PARTNERS LLC:124399","124399","20181003","295597","SH"
0001037389:97717W869:489:20180813:7000:SH,13F-HR,"0001037389","97717W869","20180813:0001037389:97717W869:RENAISSANCE TECHNOLOGIES LLC:489","489","20180813","7000","SH"
0001013536:552690109:21667:20181113:843402:SH,13F-HR,"0001013536","552690109","20181113:0001013536:552690109:AJO, LP:21667","21667","20181113","843402","SH"
0001029730:00206R102:270:20181114:8029:SH,13F-HR,"0001029730","00206R102","20181114:0001029730:00206R102:LADENBURG THALMANN FINANCIAL SERVICES INC.:270","270","20181114","8029","SH"
0001002912:32054K103:89:20180802:2665:SH,13F-HR,"0001002912","32054K103","20180802:0001002912:32054K103:SHINE INVESTMENT ADVISORY SERVICES INC:89","89","20180802","2665","SH"
0001009254:87612e106:256:20181114:2900:SH,13F-HR,"0001009254","87612e106","20181114:0001009254:87612e106:EVERETT HARRIS & CO /CA/:256","256","20181114","2900","SH"
0001021926:48020Q107:233:20181102:1617:SH,13F-HR,"0001021926","48020Q107","20181102:0001021926:48020Q107:CIBC Asset Management Inc:233","233","20181102","1617","SH"
0001018331:109696104:4676:20180814:58641:SH,13F-HR/A,"0001018331","109696104","20180814:0001018331:109696104:NATIXIS ADVISORS, L.P.:4676","4676","20180814","58641","SH"
0001616628:46432F859:392:20181114:8000:SH,13F-HR,"0001616628","46432F859","20181114:0001616628:46432F859:Wilshire Associates Inc:392","392","20181114","8000","SH"
0000102909:00183L102:96:20181114:4100:SH,13F-HR,"0000102909","00183L102","20181114:0000102909:00183L102:VANGUARD GROUP INC:96","96","20181114","4100","SH"
0001088950:921937835:76:20181016:962:SH,13F-HR,"0001088950","921937835","20181016:0001088950:921937835:RAYMOND JAMES TRUST N.A.:76","76","20181016","962","SH"
0001029730:G7945M107:10:20181114:205:SH,13F-HR,"0001029730","G7945M107","20181114:0001029730:G7945M107:LADENBURG THALMANN FINANCIAL SERVICES INC.:10","10","20181114","205","SH"
0001021642:105368203:2858:20181113:181825:SH,13F-HR,"0001021642","105368203","20181113:0001021642:105368203:VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.:2858","2858","20181113","181825","SH"
0001079935:469814107:1177:20181018:15382:SH,13F-HR,"0001079935","469814107","20181018:0001079935:469814107:SIGNATURE ESTATE & INVESTMENT ADVISORS LLC:1177","1177","20181018","15382","SH"
0001115418:110394103:997:20181107:82214:SH,13F-HR,"0001115418","110394103","20181107:0001115418:110394103:RHUMBLINE ADVISERS:997","997","20181107","82214","SH"
0000102909:90207C105:31:20181123:1786:SH,13F-HR/A,"0000102909","90207C105","20181123:0000102909:90207C105:VANGUARD GROUP INC:31","31","20181123","1786","SH"
0000102909:902252105:809350:20181123:3302661:SH,13F-HR/A,"0000102909","902252105","20181123:0000102909:902252105:VANGUARD GROUP INC:809350","809350","20181123","3302661","SH"
0000102909:64156L101:197:20181123:44500:SH,13F-HR/A,"0000102909","64156L101","20181123:0000102909:64156L101:VANGUARD GROUP INC:197","197","20181123","44500","SH"
0001037389:531229607:39540:20181113:910012:SH,13F-HR,"0001037389","531229607","20181113:0001037389:531229607:RENAISSANCE TECHNOLOGIES LLC:39540","39540","20181113","910012","SH"
0001037389:G63907102:317:20181113:32142:SH,13F-HR,"0001037389","G63907102","20181113:0001037389:G63907102:RENAISSANCE TECHNOLOGIES LLC:317","317","20181113","32142","SH"
0001018331:871607107:4921:20180814:57511:SH,13F-HR,"0001018331","871607107","20180814:0001018331:871607107:NATIXIS ADVISORS, L.P.:4921","4921","20180814","57511","SH"
0001009207:315616102:8623:20180814:50000:SH,13F-HR,"0001009207","315616102","20180814:0001009207:315616102:D. E. Shaw & Co., Inc.:8623","8623","20180814","50000","SH"
0001021642:518613203:13165:20181113:852675:SH,13F-HR,"0001021642","518613203","20181113:0001021642:518613203:VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.:13165","13165","20181113","852675","SH"
0000102909:19249J109:209:20181114:48568:SH,13F-HR,"0000102909","19249J109","20181114:0000102909:19249J109:VANGUARD GROUP INC:209","209","20181114","48568","SH"
0001008322:921943858:255:20180809:5945:SH,13F-HR,"0001008322","921943858","20180809:0001008322:921943858:THOMPSON SIEGEL & WALMSLEY LLC:255","255","20180809","5945","SH"
0001082917:229669106:4591:20180807:71504:SH,13F-HR,"0001082917","229669106","20180807:0001082917:229669106:GW&K Investment Management, LLC:4591","4591","20180807","71504","SH"
0001029730:192108504:28:20181114:5216:SH,13F-HR,"0001029730","192108504","20181114:0001029730:192108504:LADENBURG THALMANN FINANCIAL SERVICES INC.:28","28","20181114","5216","SH"
0001029730:61945C103:5:20181114:161:SH,13F-HR,"0001029730","61945C103","20181114:0001029730:61945C103:LADENBURG THALMANN FINANCIAL SERVICES INC.:5","5","20181114","161","SH"
0001082327:03762U105:60941:20181113:3229531:SH,13F-HR,"0001082327","03762U105","20181113:0001082327:03762U105:FULLER & THALER ASSET MANAGEMENT, INC.:60941","60941","20181113","3229531","SH"
0001013536:872275102:32971:20181113:1384747:SH,13F-HR,"0001013536","872275102","20181113:0001013536:872275102:AJO, LP:32971","32971","20181113","1384747","SH"
0001018331:002824100:372:20180814:6106:SH,13F-HR/A,"0001018331","002824100","20180814:0001018331:002824100:NATIXIS ADVISORS, L.P.:372","372","20180814","6106","SH"
0001115418:410345102:11855:20181107:643245:SH,13F-HR,"0001115418","410345102","20181107:0001115418:410345102:RHUMBLINE ADVISERS:11855","11855","20181107","643245","SH"
0001001085:096627104:6745:20180814:580490:SH,13F-HR,"0001001085","096627104","20180814:0001001085:096627104:BROOKFIELD ASSET MANAGEMENT INC.:6745","6745","20180814","580490","SH"
0001029730:46429B333:624:20181114:12948:SH,13F-HR,"0001029730","46429B333","20181114:0001029730:46429B333:LADENBURG THALMANN FINANCIAL SERVICES INC.:624","624","20181114","12948","SH"
0000102909:G6331P104:14301:20181123:1229669:SH,13F-HR/A,"0000102909","G6331P104","20181123:0000102909:G6331P104:VANGUARD GROUP INC:14301","14301","20181123","1229669","SH"
0001009006:552848103:670:20180813:62500:SH,13F-HR,"0001009006","552848103","20180813:0001009006:552848103:PALISADE CAPITAL MANAGEMENT LLC/NJ:670","670","20180813","62500","SH"
0001010911:194162103:1914:20181113:28595:SH,13F-HR,"0001010911","194162103","20181113:0001010911:194162103:S&T BANK/PA:1914","1914","20181113","28595","SH"
0001008877:742718109:7580:20181003:91078:SH,13F-HR,"0001008877","742718109","20181003:0001008877:742718109:WOODSTOCK CORP:7580","7580","20181003","91078","SH"
0001179392:20440W105:145:20181114:63547:SH,13F-HR,"0001179392","20440W105","20181114:0001179392:20440W105:TWO SIGMA INVESTMENTS, LP:145","145","20181114","63547","SH"
0001167456:09248E102:348:20180814:26742:SH,13F-HR,"0001167456","09248E102","20180814:0001167456:09248E102:CNH PARTNERS LLC:348","348","20180814","26742","SH"
0001609674:667655104:394:20181105:5900:SH,13F-HR,"0001609674","667655104","20181105:0001609674:667655104:Mengis Capital Management, Inc.:394","394","20181105","5900","SH"
0001018331:062540109:9150:20180814:109695:SH,13F-HR/A,"0001018331","062540109","20180814:0001018331:062540109:NATIXIS ADVISORS, L.P.:9150","9150","20180814","109695","SH"
0001037763:301505889:94:20181005:2920:SH,13F-HR,"0001037763","301505889","20181005:0001037763:301505889:OPTIMUM INVESTMENT ADVISORS:94","94","20181005","2920","SH"
0001115418:92939U106:44782:20181107:670791:SH,13F-HR,"0001115418","92939U106","20181107:0001115418:92939U106:RHUMBLINE ADVISERS:44782","44782","20181107","670791","SH"
0001000097:72348P104:14926:20181114:230306:SH,13F-HR,"0001000097","72348P104","20181114:0001000097:72348P104:KINGDON CAPITAL MANAGEMENT, L.L.C.:14926","14926","20181114","230306","SH"
0001007295:464287200:5274:20181115:18015:SH,13F-HR,"0001007295","464287200","20181115:0001007295:464287200:BRIDGES INVESTMENT MANAGEMENT INC:5274","5274","20181115","18015","SH"
0001009207:091826107:215:20180814:106081:SH,13F-HR,"0001009207","091826107","20180814:0001009207:091826107:D. E. Shaw & Co., Inc.:215","215","20180814","106081","SH"
0000102909:75689M101:459:20181114:11434:SH,13F-HR,"0000102909","75689M101","20181114:0000102909:75689M101:VANGUARD GROUP INC:459","459","20181114","11434","SH"
0001053013:02079K107:1262:20180726:1131:SH,13F-HR/A,"0001053013","02079K107","20180726:0001053013:02079K107:AMARILLO NATIONAL BANK:1262","1262","20180726","1131","SH"
0001037558:458140100:518:20181102:10962:SH,13F-HR,"0001037558","458140100","20181102:0001037558:458140100:FOSTER DYKEMA CABOT & CO INC/MA:518","518","20181102","10962","SH"
0001029730:747798106:0:20181114:30:SH,13F-HR,"0001029730","747798106","20181114:0001029730:747798106:LADENBURG THALMANN FINANCIAL SERVICES INC.:0","0","20181114","30","SH"
0001145020:172967424:182770:20181102:2547676:SH,13F-HR,"0001145020","172967424","20181102:0001145020:172967424:THORNBURG INVESTMENT MANAGEMENT INC:182770","182770","20181102","2547676","SH"
0001009207:12709P103:658:20180814:6117:SH,13F-HR,"0001009207","12709P103","20180814:0001009207:12709P103:D. E. Shaw & Co., Inc.:658","658","20180814","6117","SH"
0001037389:74371L109:656:20181113:336408:SH,13F-HR,"0001037389","74371L109","20181113:0001037389:74371L109:RENAISSANCE TECHNOLOGIES LLC:656","656","20181113","336408","SH"
0001010873:539830109:8551:20181005:24718:SH,13F-HR,"0001010873","539830109","20181005:0001010873:539830109:FRANKLIN STREET ADVISORS INC /NC:8551","8551","20181005","24718","SH"
0001037763:552953101:29:20181005:1038:SH,13F-HR,"0001037763","552953101","20181005:0001037763:552953101:OPTIMUM INVESTMENT ADVISORS:29","29","20181005","1038","SH"
0001028074:01609W102:384206:20180813:2070855:SH,13F-HR,"0001028074","01609W102","20180813:0001028074:01609W102:MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT LLC:384206","384206","20180813","2070855","SH"
0001029730:364760108:0:20181114:10:SH,13F-HR,"0001029730","364760108","20181114:0001029730:364760108:LADENBURG THALMANN FINANCIAL SERVICES INC.:0","0","20181114","10","SH"
0001029730:G0750C108:100:20181114:3413:SH,13F-HR,"0001029730","G0750C108","20181114:0001029730:G0750C108:LADENBURG THALMANN FINANCIAL SERVICES INC.:100","100","20181114","3413","SH"
0001021223:204429104:506:20181113:18120:SH,13F-HR,"0001021223","204429104","20181113:0001021223:204429104:KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC:506","506","20181113","18120","SH"
0000102909:009728106:109444:20181114:8431741:SH,13F-HR,"0000102909","009728106","20181114:0000102909:009728106:VANGUARD GROUP INC:109444","109444","20181114","8431741","SH"
0000102909:81211K100:2099:20181123:52281:SH,13F-HR/A,"0000102909","81211K100","20181123:0000102909:81211K100:VANGUARD GROUP INC:2099","2099","20181123","52281","SH"
0000102909:65339F101:74333:20181114:443515:SH,13F-HR,"0000102909","65339F101","20181114:0000102909:65339F101:VANGUARD GROUP INC:74333","74333","20181114","443515","SH"
0001040188:46625H100:26591:20181101:235648:SH,13F-HR,"0001040188","46625H100","20181101:0001040188:46625H100:VICTORY CAPITAL MANAGEMENT INC:26591","26591","20181101","235648","SH"
0001050463:723787107:65:20180813:346:SH,13F-HR,"0001050463","723787107","20180813:0001050463:723787107:MORGAN DEMPSEY CAPITAL MANAGEMENT LLC:65","65","20180813","346","SH"
0001086763:548661107:18044:20181113:157152:SH,13F-HR,"0001086763","548661107","20181113:0001086763:548661107:FIRST FOUNDATION ADVISORS:18044","18044","20181113","157152","SH"
0001089911:149150104:131:20181024:3150:SH,13F-HR,"0001089911","149150104","20181024:0001089911:149150104:PILLAR PACIFIC CAPITAL MANAGEMENT LLC:131","131","20181024","3150","SH"
0001008929:81211k100:234:20180806:5516:SH,13F-HR,"0001008929","81211k100","20180806:0001008929:81211k100:PRIO WEALTH LIMITED PARTNERSHIP:234","234","20180806","5516","SH"
0001578177:576323109:57572:20181114:1289414:SH,13F-HR,"0001578177","576323109","20181114:0001578177:576323109:Hood River Capital Management LLC:57572","57572","20181114","1289414","SH"
0001029730:009158106:67:20181114:394:SH,13F-HR,"0001029730","009158106","20181114:0001029730:009158106:LADENBURG THALMANN FINANCIAL SERVICES INC.:67","67","20181114","394","SH"
0001029730:33734K109:104:20181114:1667:SH,13F-HR,"0001029730","33734K109","20181114:0001029730:33734K109:LADENBURG THALMANN FINANCIAL SERVICES INC.:104","104","20181114","1667","SH"
0001207017:874039100:18912:20180813:517311:SH,13F-HR,"0001207017","874039100","20180813:0001207017:874039100:LAZARD ASSET MANAGEMENT LLC:18912","18912","20180813","517311","SH"
0001054074:92840M102:36:20181106:1435:SH,13F-HR,"0001054074","92840M102","20181106:0001054074:92840M102:BESSEMER GROUP INC:36","36","20181106","1435","SH"
0001009076:666807102:5115:20180808:16622:SH,13F-HR,"0001009076","666807102","20180808:0001009076:666807102:COMMERCE BANK:5115","5115","20180808","16622","SH"
0001053013:464287309:4239:20181012:23925:SH,13F-HR,"0001053013","464287309","20181012:0001053013:464287309:AMARILLO NATIONAL BANK:4239","4239","20181012","23925","SH"
0000102909:133034108:68:20181114:1569:SH,13F-HR,"0000102909","133034108","20181114:0000102909:133034108:VANGUARD GROUP INC:68","68","20181114","1569","SH"
0001506796:369604103:332:20181004:29377:SH,13F-HR,"0001506796","369604103","20181004:0001506796:369604103:American Research & Management Co.:332","332","20181004","29377","SH"
0000102909:694552100:6450:20181123:689822:SH,13F-HR/A,"0000102909","694552100","20181123:0000102909:694552100:VANGUARD GROUP INC:6450","6450","20181123","689822","SH"
0001040592:713448108:35597:20181102:318401:SH,13F-HR,"0001040592","713448108","20181102:0001040592:713448108:MARATHON ASSET MANAGEMENT LLP:35597","35597","20181102","318401","SH"
0001029730:50077B207:40:20181114:2700:SH,13F-HR,"0001029730","50077B207","20181114:0001029730:50077B207:LADENBURG THALMANN FINANCIAL SERVICES INC.:40","40","20181114","2700","SH"
0000102909:524901105:322:20181123:10322:SH,13F-HR/A,"0000102909","524901105","20181123:0000102909:524901105:VANGUARD GROUP INC:322","322","20181123","10322","SH"
0000102909:532457108:35161:20181123:327656:SH,13F-HR/A,"0000102909","532457108","20181123:0000102909:532457108:VANGUARD GROUP INC:35161","35161","20181123","327656","SH"
0001029730:46137V332:65:20181114:314:SH,13F-HR,"0001029730","46137V332","20181114:0001029730:46137V332:LADENBURG THALMANN FINANCIAL SERVICES INC.:65","65","20181114","314","SH"
0001021249:559079207:2505:20181113:34768:SH,13F-HR,"0001021249","559079207","20181113:0001021249:559079207:UNITED SERVICES AUTOMOBILE ASSOCIATION:2505","2505","20181113","34768","SH"
0000105495:25746U109:248:20181017:3531:SH,13F-HR,"0000105495","25746U109","20181017:0000105495:25746U109:WELCH & FORBES LLC:248","248","20181017","3531","SH"
0001029730:G8060N102:157:20181114:3140:SH,13F-HR,"0001029730","G8060N102","20181114:0001029730:G8060N102:LADENBURG THALMANN FINANCIAL SERVICES INC.:157","157","20181114","3140","SH"
0001037389:922908751:1131:20180813:7700:SH,13F-HR,"0001037389","922908751","20180813:0001037389:922908751:RENAISSANCE TECHNOLOGIES LLC:1131","1131","20180813","7700","SH"
0001021249:22160K105:67511:20181113:287426:SH,13F-HR,"0001021249","22160K105","20181113:0001021249:22160K105:UNITED SERVICES AUTOMOBILE ASSOCIATION:67511","67511","20181113","287426","SH"
0001029730:535919500:2:20181114:76:SH,13F-HR,"0001029730","535919500","20181114:0001029730:535919500:LADENBURG THALMANN FINANCIAL SERVICES INC.:2","2","20181114","76","SH"
0001548468:487836108:1117:20180820:15989:SH,13F-HR,"0001548468","487836108","20180820:0001548468:487836108:Cognios Capital, LLC:1117","1117","20180820","15989","SH"
0001033324:20030N101:782:20181113:22080:SH,13F-HR,"0001033324","20030N101","20181113:0001033324:20030N101:FUKOKU MUTUAL LIFE INSURANCE Co:782","782","20181113","22080","SH"
0001040188:27579R104:3733:20181101:61840:SH,13F-HR,"0001040188","27579R104","20181101:0001040188:27579R104:VICTORY CAPITAL MANAGEMENT INC:3733","3733","20181101","61840","SH"
0001029730:56064K100:10:20181114:500:SH,13F-HR,"0001029730","56064K100","20181114:0001029730:56064K100:LADENBURG THALMANN FINANCIAL SERVICES INC.:10","10","20181114","500","SH"
0001084208:46137V233:3008:20180814:15606:SH,13F-HR,"0001084208","46137V233","20180814:0001084208:46137V233:RAYMOND JAMES & ASSOCIATES:3008","3008","20180814","15606","SH"
0000102909:052769106:3503243:20181123:22440865:SH,13F-HR/A,"0000102909","052769106","20181123:0000102909:052769106:VANGUARD GROUP INC:3503243","3503243","20181123","22440865","SH"
